,Alice Creek,Batavia 1,Batavia 2,Batavia 3,Bullshark camp,Chicane 1,Chicane 2,Chicane 3,Chicane 4,Chicane upper,Cloughs landing,Cloughs landing downstream,Cloughs upstream,Coolibah,Coolibah 2,Coolibah upstream,Coolibah waterpump,Cullen point,Cullen point N,Cullen point S,Dalhunty left,Dalhunty mouth,Dalhunty twin creeks,DUC1,DUC2,DUC2 2,Ducie 1,Ducie 2,Ducie 3,Ducie half way upper,Ducie Mouth AR,Ducie mouth downriver,Ducie mouth upstream,Ducie to PM AR,Gibsons waterhole,Hudson,Hudson junction,Hudson junction 2,Hudson left,Hudson mouth,Hudson to Tentpole,Hudson to Tentpole 2,Island downstream,Island downstream 2,Island haulout,Island haulout 2,Island midstream,Island midstream 2,Island midstream 3,Jabaru,Jabaru midstream,Jabaru midstream 2,Jabaru upstream 2,Jackson AR,Janie Creek AR,Jardines landing,Jut out downstream,Jut out downstream 2,Jut out midstream,Jut out midstream2,Jut out upstream,Kerr northwest AR,Kerr southeast AR,Ling creek,Ling creek 3,Ling creek downstream,Ling creek midstream,Ling creek upstream,Moreton campground,Namaleeda creek,Namaleeda downstream,Namaleeda upstream,Nimrod creek,No Name creek,Old shack,Old shack 2,Overhang,Pennefather AR,PM Cullen AR,PM Ducie Namaleeta AR,PM Mouth North AR,PM to Jaine AR,PM to Skarden,PM Wenlock AR,PM1,PM2,Processing plant,Processing plant 2,Riflebird bend,Riflebird bend downstream,Riflebird creek,Riflebird mid,Riflebird upstream,Rocky hole,Sandfly creek,Sandfly creek 1,Sandy bend,Sawfish,Sawfish new,Sawfish new 2,Skardon AR,Skardon metro,Skardon river,South Alice,Speartooth 1,Speartooth 2,Speartooth 3,Stones downstream,Stones far downstream,Stones upstream,Stones upstream 2,Tentpole creek,Tentpole mid,Tentpole mouth,Tentpole mouth 1,Tentpole mouth 2,Tentpole mouth 3,Tentpole upstream 1,Tentpole upstream 2,Top of islands,TPDSTWNMOR,TPMTNEW1,TPTWIN,TPTWIN2,TPUPP,Wenlock mouth A,Wenlock mouth B,Wenlock mouth B2,Wenlock Mouth B3,Wenlock tentpole mouth,WENMTH2M,WENMTM2M B,WNM,WNM2,WNM3,WNTH,Woodfords waterhole,WTTPDS
Namaleeda upstream,48.2394011,35.5256926,35.63279938,36.13279938,104.0344371,79.8668181,83.66803743,81.38397539,84.71950929,88.29646456,41.86538957,41.86538957,42.28549058,100.3645886,100.3645886,103.0273303,100.3645886,7.263961031,7.263961031,7.505382387,40.08549058,32.67716447,37.38549058,19.71909089,29.44873734,25.47888886,59.06610383,59.72173875,58.94894655,66.69869401,14.34213562,15.79066376,17.05634919,14.34213562,93.55626253,54.93351365,55.05777772,55.05777772,55.29919908,55.23351365,50.42224382,51.13645738,55.26782823,56.21341264,62.8803174,62.28326112,59.47615434,59.37615434,59.47615434,111.4427632,111.8983982,111.7883476,111.8983982,47.99919908,22.78183259,70.81707063,68.50996385,66.92590181,68.8058008,68.8058008,70.74427843,28.48010819,26.51736649,79.1668181,65.36732316,75.28986284,78.40823946,79.81534624,182.9029796,2.321320344,1.248528137,0,113.4268253,40.29676042,86.32783541,83.42367235,72.27981233,52.89453096,7.205382387,4.818376618,5.166904756,9.285281374,9.443860018,5.491168825,13.23086579,11.49949494,95.94032457,95.94032457,92.71189745,92.17047609,92.17047609,92.61189745,94.59179644,106.3528137,77.01534624,77.01534624,107.9841846,111.1469263,110.7640836,111.5883476,36.90975465,43.99087297,36.90975465,49.15067094,55.38620485,58.71463197,48.87787873,101.0172798,100.6344371,101.3587012,101.2587012,50.06782823,56.36904756,50.30924958,49.74356416,49.11930009,49.88498551,59.37321061,60.05605333,66.39575029,48.97787873,49.64356416,52.62346315,52.14062043,65.85016588,19.89482682,19.27056275,19.27056275,24.80609665,50.6920923,19.7119841,20.76051224,27.227417,27.61025971,27.89310242,52.42346315,104.6557575,44.65950212
Nimrod creek,147.2495742,78.27686861,77.29696962,78.19108217,8.446803743,32.44873734,28.45756852,30.02031022,26.85046174,24.38477631,71.31290758,71.31290758,70.39575029,11.86812409,11.86812409,9.205382387,11.86812409,114.2925107,114.2925107,114.1925107,138.2672365,130.4790114,135.7329219,117.9351514,127.7476406,123.6121067,157.8620633,158.6833837,157.5792206,165.0804399,110.8368758,114.7523087,115.0238816,110.8368758,22.62203461,58.51341264,58.31635636,58.31635636,58.51341264,57.19919908,62.34183976,61.77909806,56.83351365,57.08204179,49.60092347,49.45239533,53.12224382,52.99797975,53.12224382,1.13137085,0.807106781,1.272792206,0.807106781,157.3875467,130.0103823,169.1988166,45.43818177,45.8139177,43.50975465,43.50975465,40.74284989,136.9915006,135.1944443,33.31442277,47.53818177,37.10853532,34.48721497,32.00315293,70.42173875,111.0226622,112.7439826,113.4268253,0,136.573124,26.93330445,29.75462479,41.09848481,158.5975972,113.2398195,107.3314934,112.64987,115.7439826,116.6782971,106.8243866,98.75331881,100.6503751,17.56934342,17.56934342,20.9492424,21.31492783,21.31492783,20.99066376,18.83502884,7.074011537,36.24579362,36.24579362,5.666904756,2.421320344,2.745584412,2.038477631,144.3927199,151.2253101,144.3927199,145.5927199,57.67493501,60.23767671,64.10041841,12.49238816,12.87523087,12.1509668,12.2509668,64.18326112,73.65432893,63.01046891,64.42468248,65.27321061,64.28326112,76.65849199,77.42417741,47.20681092,67.08742418,64.60752519,69.82590181,69.26021638,83.38397539,92.50357134,93.29352083,93.29352083,87.26093065,62.28620485,92.68641405,91.63788591,85.00529573,85.5295598,85.3295598,60.554834,16.0137085,68.1531096
No Name creek,12.96518036,60.61168825,60.38742418,60.97026689,128.9547473,104.4557575,107.9256059,106.1386002,110.3025612,112.9682466,66.28864351,66.28864351,67.70285707,124.953528,124.953528,127.6991124,124.953528,43.74234483,43.74234483,44.0666089,17.0764502,7.249747468,13.54802307,19.50071427,9.853910524,13.65807358,23.95756852,23.86761902,23.17766953,31.34163056,28.56883835,23.81909089,22.4119841,28.56883835,118.0623592,79.60529573,79.64671709,79.64671709,79.88813844,80.40235201,75.09402589,75.39402589,79.69108217,80.96803743,87.30357134,87.03788591,83.89940828,84.29646456,83.89940828,136.777287,136.3216521,136.5429724,136.3216521,84.6432683,59.09453096,35.46000718,93.01606051,91.43199846,93.89179644,93.89179644,95.91311678,65.45554826,63.40996385,103.8386002,89.21067812,100.3758585,103.5770778,104.0729148,207.1605481,38.96538957,39.19970414,40.29676042,136.573124,0,110.7996175,107.9782971,96.83443712,88.87585848,43.26955262,36.8884343,41.3139177,45.43229432,45.50803025,41.22396821,39.16122651,38.96122651,120.5777921,120.5777921,117.4322077,116.7251009,116.7251009,117.3322077,119.1464212,131.1559667,101.4042856,101.4042856,132.7873375,135.9500792,135.5672365,136.3915006,72.22834047,78.97808794,72.22834047,12.38528137,79.80945879,83.0550432,73.38397539,125.8204328,125.3547473,126.1618541,126.0618541,74.57392488,80.95798693,74.73250353,74.1668181,73.54255403,74.39108217,83.79646456,84.56214998,90.70184694,73.31828996,74.0668181,77.04671709,76.56387438,90.60479067,44.06955262,43.36244584,43.36244584,49.56072145,75.11534624,43.96955262,45.10092347,51.98204179,52.3648845,52.5648845,76.76387438,129.3760677,69.08275606
Old shack,120.0677416,50.84650788,50.36366517,50.92640687,18.73502884,5.018376618,1.772792206,2.921320344,0,3.079898987,44.04823228,44.04823228,43.13107499,15.14802307,15.14802307,18.14213562,15.14802307,87.27636354,87.27636354,87.17636354,111.0854039,103.7113924,108.5510893,90.67047609,100.3172798,97.01017306,130.9287589,131.5015511,130.1488599,138.1471355,83.48935778,87.23910524,88.09057711,83.48935778,8.256854249,31.33158005,31.21736649,31.21736649,31.41442277,29.85168107,35.3256926,35.01147904,29.65168107,29.73452378,22.33624817,22.18772004,25.60904038,25.89898987,25.60904038,26.55756852,26.35046174,26.15756852,26.35046174,130.3713996,102.9942351,142.2655121,17.84213562,18.30071427,16.32792206,16.32792206,14.05807358,109.9753534,108.1782971,6.132590181,20.68772004,9.512489168,7.139696962,5.401219331,97.52072862,84.00651506,85.64499269,86.32783541,26.93330445,110.7996175,0,2.821320344,13.99949494,131.6642928,86.38935778,80.31534624,86.04793642,88.72783541,90.07636354,79.89108217,72.15138521,73.79991334,9.281118318,9.281118318,6.301219331,5.59411255,5.59411255,6.201219331,7.849747468,19.85929291,9.312489168,9.312489168,21.24213562,24.48772004,24.10487732,25.09482682,117.7079436,124.7890619,117.7079436,119.1564717,30.49310242,32.8901587,36.91858582,14.27523087,13.89238816,14.61665222,14.51665222,37.16711396,46.47249635,36.16000718,37.3256926,38.00853532,37.26711396,49.4766594,50.15950212,20.02497834,39.9884343,37.4256926,42.72691193,42.24406922,56.03645738,65.90163774,66.60874452,66.60874452,60.82468248,35.3529004,66.08448045,65.03595231,58.32051942,58.84478349,58.64478349,33.53868684,17.83086579,41.13696244
Old shack 2,117.2464212,47.94234483,47.54234483,48.02224382,21.55634919,2.197056275,1.107106781,0.241421356,2.821320344,5.901219331,41.22691193,41.22691193,40.22691193,17.96934342,17.96934342,21.04629868,17.96934342,84.37220049,84.37220049,84.27220049,108.2640836,100.8072293,105.729769,87.84915575,97.41311678,94.10601,128.1902812,128.597388,127.3275395,135.3258152,80.66803743,84.50062761,85.18641405,80.66803743,11.07817459,28.51025971,28.31320344,28.31320344,28.51025971,27.11320344,32.42152955,32.27300141,26.91320344,26.91320344,19.43208512,19.36639969,22.70487732,23.07766953,22.70487732,29.46173157,29.17178208,29.06173157,29.17178208,127.4672365,100.090072,139.4441918,14.93797257,15.39655121,13.42375901,13.42375901,11.23675324,107.0711904,105.2741341,3.145584412,17.78355698,6.608326112,4.235533906,2.6627417,100.2592063,81.18519472,82.82367235,83.42367235,29.75462479,107.9782971,2.821320344,0,11.17817459,128.5944443,83.31950929,76.99696962,82.7295598,85.82367235,87.08935778,76.82123369,68.75016588,70.48153673,12.3509668,12.3509668,9.288225099,8.663961031,8.663961031,9.188225099,11.08528137,23.34335495,6.408326112,6.408326112,24.80904038,27.97178208,27.58893937,28.57888886,114.8037805,121.6363707,114.8037805,115.2581961,27.8374675,30.51736649,34.34579362,17.59360749,17.21076477,18.01787156,17.83502884,34.34579362,43.89970414,33.50437226,34.67005769,35.43574311,34.52863633,46.82102448,47.5038672,17.28650071,37.16711396,34.77005769,40.15411973,39.5884343,53.54650788,62.58326112,63.37321061,63.37321061,57.50630586,32.69726548,62.68326112,61.63473298,55.08498551,55.6920923,55.40924958,30.96589463,21.1492424,38.3156421
Overhang,105.8540331,36.7156421,36.3156421,36.71269837,33.31442277,9.063961031,12.61665222,10.99533188,13.99949494,17.16223664,30.08305192,30.08305192,29.0002092,29.47888886,29.47888886,32.63868684,29.47888886,73.14549776,73.14549776,73.29402589,97.28590899,89.5805266,94.42022356,76.53961031,86.26925676,82.79646456,116.7150504,117.5363707,116.0179941,124.0991124,69.52417741,73.10823946,74.04255403,69.52417741,22.42203461,17.36639969,17.25218613,17.25218613,17.03502884,16.05218613,21.36051224,21.12914139,15.68650071,15.85218613,8.371067812,8.388225099,11.72670273,12.01665222,11.72670273,40.8884343,40.5156421,40.4884343,40.5156421,116.0748484,88.94621202,128.217489,3.711269837,4.087005769,2.197056275,2.197056275,0.341421356,95.92733034,94.29595949,8.363961031,6.308326112,4.735533906,7.191168825,8.598275606,111.7687517,69.95849199,71.67981233,72.27981233,41.09848481,96.83443712,13.99949494,11.17817459,0,118.1961687,72.83839098,67.178593,72.49696962,75.34255403,76.85676759,66.42295808,58.76610383,60.5803174,23.44629868,23.44629868,20.38355698,19.84213562,19.84213562,20.28355698,22.18061325,34.10731599,4.769848481,4.769848481,35.57300141,38.73574311,38.3529004,39.26000718,103.9084487,110.6581961,103.9084487,106.0197185,17.02497834,19.50487732,23.8646753,28.68893937,28.30609665,29.03036072,28.93036072,23.69898987,33.2529004,22.69188309,23.94041123,24.70609665,23.88183259,36.17422074,36.93990617,6.308326112,26.60315293,24.04041123,29.42447327,28.94163056,43.06538957,52.43351365,53.14062043,53.14062043,47.19087297,22.05046174,52.61635636,51.48498551,44.68670991,45.21097398,44.92813127,20.15340546,32.327417,27.75168107
Pennefather AR,97.729769,81.47636354,82.49474016,82.5805266,150.3993216,125.6518036,129.6187084,126.8375901,131.6642928,134.6613491,88.64448763,88.64448763,88.56753237,146.7294731,146.7294731,149.3922148,146.7294731,45.16782823,45.16782823,46.07199128,89.74154391,82.08468966,86.29595949,68.87808794,78.77341982,74.72072862,108.3079436,109.1292639,108.1907863,116.0233765,62.39402589,64.8668181,66.21534624,62.39402589,138.9270345,101.4640836,101.0084487,101.0084487,101.829769,101.4327127,96.86997103,97.0042856,101.8812409,102.0812409,108.9966738,108.1510893,105.509668,105.8238816,105.509668,158.0561759,158.6774962,157.8218613,158.6774962,83.31311678,28.53868684,120.1417531,115.0405338,113.2907863,115.1706853,115.1706853,117.8547473,63.13128419,61.33422792,125.5317026,111.5665222,121.4062192,124.193225,126.677287,229.3507068,50.73889604,52.12884553,52.89453096,158.5975972,88.87585848,131.6642928,128.5944443,118.1961687,0,42.62396821,49.08792924,45.71097398,40.70975465,46.15950212,49.0394011,57.0276262,55.21341264,139.5713996,139.5713996,136.3429724,135.8015511,135.8015511,136.2429724,138.2228714,149.9838887,120.5635785,120.5635785,151.6152596,154.7780013,154.3951586,155.2194226,69.07564928,76.07392488,69.07564928,94.99595949,98.7687517,102.0971788,92.17758287,144.6483548,144.2655121,144.9897762,144.8897762,93.45037508,100.0001225,93.52611101,93.12611101,92.50184694,93.35037508,103.0042856,103.6871283,109.8611399,92.19474016,93.02611101,96.17169542,95.68885271,109.6469263,63.11168825,62.48742418,62.48742418,68.43717165,93.82611101,63.01168825,64.1430591,70.77564928,71.15849199,71.4413347,95.72316729,148.2868325,88.04204897
PM Cullen AR,52.04062043,36.20142853,37.13696244,37.05706345,105.290072,80.29402589,84.50945879,82.22539674,86.38935778,89.30357134,43.28670991,43.28670991,43.29259736,101.0403246,101.0403246,103.9515944,101.0403246,0.141421356,0.141421356,0.382842712,43.8038672,36.39554108,40.77249635,23.10609665,33.16711396,29.28010819,62.78448045,63.35727266,62.58448045,70.16854249,16.70487732,19.59188309,20.69188309,16.70487732,94.06631304,56.354834,55.65067094,55.65067094,56.30630586,56.24062043,51.34650788,51.7293506,56.35777772,56.88914857,63.88742418,63.04183976,59.98620485,60.2175757,59.98620485,112.8640836,113.2368758,112.629769,113.2368758,42.49087297,15.5764502,74.28691911,69.76559877,67.93300859,69.73006486,69.73006486,72.16559877,22.55756852,20.92619767,80.09108217,66.29158723,76.21412691,78.58691911,80.82245302,183.6615583,4.884062043,6.274011537,7.205382387,113.2398195,43.26955262,86.38935778,83.31950929,72.83839098,42.62396821,0,6.463961031,3.169848481,2.504163056,4.018376618,6.498275606,14.65218613,12.83797257,97.11311678,97.11311678,93.88468966,93.3432683,93.3432683,93.78468966,95.76458864,107.5256059,78.27098116,78.27098116,109.1569768,112.3197185,111.9368758,112.7611399,31.23574311,38.23401872,31.23574311,52.53767671,56.39331163,59.72173875,49.96782823,102.190072,101.8072293,102.5314934,102.4314934,51.07493501,57.54183976,51.31635636,50.75067094,50.12640687,50.8920923,60.3803174,61.06316011,67.56854249,49.9021428,50.65067094,53.63056993,53.14772721,67.18864351,20.81909089,20.02914139,20.02914139,25.89604615,51.69919908,20.63624817,21.76761902,28.31736649,28.7002092,28.98305192,53.43056993,105.8285497,45.58376618
PM Ducie Namaleeta AR,45.49381669,30.7901587,30.98010819,31.48010819,98.96753237,74.71707063,78.84966081,76.81412691,80.31534624,83.64377336,37.12985566,37.12985566,37.96417023,95.04915575,95.04915575,98.29179644,95.04915575,6.522539674,6.522539674,6.846803743,37.33990617,29.93158005,34.39137803,16.97350647,26.62031022,22.81614716,56.32051942,56.97615434,56.20336213,63.9531096,10.32375901,13.12792206,14.22792206,10.32375901,88.48935778,50.03229432,50.07371568,50.07371568,50.48082246,50.49797975,45.68670991,45.82102448,50.69797975,51.06366517,57.97909806,57.4648845,54.4920923,54.72346315,54.4920923,107.2042856,107.1628642,107.1356565,107.1628642,48.97909806,22.04041123,68.07148622,63.85727266,62.1903679,64.48448045,64.48448045,66.09158723,29.04579362,27.08305192,74.51412691,60.38326112,70.63717165,73.75554826,74.49991334,178.2502884,2.6627417,4.052691193,4.818376618,107.3314934,36.8884343,80.31534624,76.99696962,67.178593,49.08792924,6.463961031,0,5.566904756,8.82670273,10.09238816,4.501219331,8.329646456,6.763961031,91.45331881,91.45331881,88.22489168,87.68347032,87.68347032,88.12489168,90.10479067,101.865808,72.52834047,72.52834047,103.4971788,106.6599205,106.2770778,107.1013419,37.55828278,44.30803025,37.55828278,45.82518754,50.73351365,54.14478349,44.05950212,96.53027407,96.14743136,96.87169542,96.77169542,45.33229432,51.71635636,45.49087297,45.00803025,44.38376618,45.14945161,54.63767671,55.32051942,61.90874452,44.15950212,44.90803025,47.97077195,47.48792924,61.36316011,14.82792206,14.28650071,14.28650071,20.31909089,45.95655839,14.72792206,15.85929291,22.74041123,23.12325394,23.24041123,47.77077195,100.1687517,39.92396821
PM Mouth North AR,49.91930009,36.19137803,36.62985566,36.7156421,104.5344371,80.20113268,84.16803743,81.80113268,86.04793642,88.87930727,42.69676042,42.69676042,42.951176,100.6160605,100.6160605,103.8587012,100.6160605,3.145584412,3.145584412,3.387005769,41.84823228,34.27422074,38.98254685,21.23330445,30.9629509,27.15878785,60.5803174,61.31879503,60.54600282,68.13006486,15.09066376,17.38772004,18.65340546,15.09066376,93.47636354,55.93056993,55.3920923,55.3920923,55.88204179,55.89919908,51.25361467,51.55361467,55.68498551,56.4648845,63.29747468,62.6175757,59.31341264,59.79331163,59.31341264,112.6883476,112.729769,112.2055049,112.729769,43.24650788,18.66345597,72.24844148,69.42417741,67.01168825,69.38864351,69.38864351,71.40996385,23.14751801,21.43330445,79.74966081,65.61879503,76.12123369,78.65971132,80.23250353,183.2372942,2.821320344,4.152691193,5.166904756,112.64987,41.3139177,86.04793642,82.7295598,72.49696962,45.71097398,3.169848481,5.566904756,0,5.332590181,4.19411255,5.908326112,13.97939392,12.24802307,96.52316729,96.52316729,93.29474016,92.75331881,92.75331881,93.19474016,95.17463915,106.9356565,77.76387438,77.76387438,108.5670273,111.729769,111.3469263,112.1711904,31.74284989,38.57544007,31.74284989,50.41635636,56.13473298,59.54600282,49.46072145,101.6001225,101.2172798,101.9415439,101.8415439,50.56782823,57.20041841,50.8920923,50.32640687,49.7021428,50.46782823,60.20458146,60.88742418,66.978593,49.56072145,50.22640687,53.28914857,52.80630586,66.84722215,20.22914139,19.68772004,19.68772004,25.55462479,51.27493501,20.12914139,21.09482682,28.05878785,28.35878785,28.72447327,53.08914857,105.2386002,45.15950212
PM to Jaine AR,53.954834,38.70559159,39.6411255,39.56122651,107.7942351,82.71534624,87.01362184,84.7295598,88.72783541,91.72489168,45.79087297,45.79087297,45.7139177,103.5444876,103.5444876,106.3729148,103.5444876,2.5627417,2.5627417,2.887005769,46.04945161,38.39259736,43.18376618,25.6002092,35.16417023,31.27716447,64.78153673,65.52001436,64.66437944,72.33128419,18.86761902,21.75462479,22.9374675,18.86761902,96.57047609,58.85899705,58.154834,58.154834,58.81046891,58.66194078,53.76782823,54.15067094,58.86194078,59.2276262,66.30874452,65.46316011,62.4903679,62.72173875,62.4903679,115.3682466,115.7410388,115.0510893,115.7410388,40.06955262,13.66223664,76.44966081,72.26976183,70.27148622,72.15138521,72.15138521,74.66976183,20.21909089,18.58772004,82.59524523,68.79575029,78.63544725,81.09108217,83.32661608,186.0828786,7.129646456,8.519595949,9.285281374,115.7439826,45.43229432,88.72783541,85.82367235,75.34255403,40.70975465,2.504163056,8.82670273,5.332590181,0,5.284062043,9.002438662,17.32203461,15.01076477,99.94865069,99.94865069,96.72022356,96.17880221,96.17880221,96.62022356,98.60012255,110.3611399,81.02367235,81.02367235,111.9925107,115.1552524,114.7724097,115.5966738,29.31147904,36.06122651,29.31147904,54.45189027,59.14600282,62.39158723,52.72051942,105.0256059,104.6427632,105.3670273,105.2670273,53.66194078,60.04600282,54.06904756,53.33767671,52.79625535,53.56194078,63.05016588,63.65016588,70.15554826,52.654834,53.23767671,56.2175757,55.73473298,69.60996385,23.32325394,22.53330445,22.53330445,28.48305192,54.36904756,23.22325394,24.18893937,30.98721497,31.28721497,31.6529004,56.18326112,108.6640836,48.41930009
PM to Skarden,54.19625535,40.21980515,40.7411255,40.5783838,108.9770778,84.14671709,88.52783541,86.07808794,90.07636354,93.07341982,46.55950212,46.55950212,46.97960313,104.9758585,104.9758585,108.0528137,104.9758585,4.159797975,4.159797975,4.401219331,46.04234483,38.63401872,42.92813127,25.51025971,35.23990617,31.43574311,64.69158723,65.678593,65.07148622,72.65554826,19.28477631,21.49898987,22.93036072,19.28477631,97.58763338,60.04183976,59.58620485,59.58620485,59.8276262,60.01046891,55.28204179,55.83056993,59.79625535,60.65899705,67.40874452,66.97737367,63.50752519,64.1531096,63.50752519,116.6339321,117.0067243,116.2339321,117.0067243,38.38965363,19.19482682,76.77392488,73.53544725,71.70285707,73.74844148,73.74844148,75.43839098,19.03624817,17.40487732,83.86093065,69.64722215,80.14966081,82.93666658,84.67514421,187.5970922,7.346803743,8.429646456,9.443860018,116.6782971,45.50803025,90.07636354,87.08935778,76.85676759,46.15950212,4.018376618,10.09238816,4.19411255,5.284062043,0,10.43380951,18.25634919,16.60782105,101.3800215,101.3800215,98.15159441,97.61017306,97.61017306,98.05159441,100.0314934,111.7925107,82.53788591,82.53788591,113.4238816,116.5866233,116.2037805,117.0280446,27.71442277,34.79554108,27.71442277,54.44478349,60.82590181,64.15432893,54.06904756,106.4569768,106.0741341,106.7983982,106.6983982,55.34183976,62.05727266,55.4175757,55.0175757,54.39331163,55.15899705,64.89575029,65.578593,71.5040764,54.16904756,54.9175757,57.9803174,57.49747468,71.37270555,24.8374675,24.13036072,24.13036072,30.24579362,55.88326112,24.65462479,25.70315293,32.66711396,32.96711396,33.24995667,57.7803174,110.0954544,49.93351365
PM Wenlock AR,49.99503602,30.2002092,30.55584412,30.97300141,98.87463915,74.12712114,78.34255403,75.64427843,79.89108217,83.13666658,36.70559159,36.70559159,37.04284989,94.62489168,94.62489168,97.86753237,94.62489168,6.274011537,6.274011537,6.256854249,41.8411255,34.26711396,38.72691193,21.14335495,31.12152955,27.15168107,60.65605333,61.47737367,60.45605333,68.2058008,14.82497834,17.54629868,18.64629868,14.82497834,87.65088014,49.9394011,49.31808076,49.31808076,49.89087297,49.99087297,45.17960313,45.47960313,49.94234483,50.6394011,57.554834,56.54356416,53.40508653,54.05067094,53.40508653,106.4486507,106.6557575,106.3800215,106.6557575,49.154834,21.99188309,72.32417741,63.35016588,61.26904756,63.56316011,63.56316011,65.41879503,29.22152955,27.50731599,73.59280656,59.87615434,70.21290758,72.66854249,74.15849199,177.4118108,3.252691193,4.642640687,5.491168825,106.8243866,41.22396821,79.89108217,76.82123369,66.42295808,49.0394011,6.498275606,4.501219331,5.908326112,9.002438662,10.43380951,0,7.988225099,6.174011537,90.20062761,90.20062761,87.0550432,86.43077913,86.43077913,86.9550432,88.85209947,100.6131168,71.19280656,71.19280656,102.2444876,105.4072293,105.0243866,105.8486507,37.81686143,44.81513703,37.81686143,49.8293506,49.81219331,53.14062043,43.3038672,95.27758287,94.89474016,95.61900423,95.51900423,44.49381669,51.04356416,44.73523805,44.25239533,43.62813127,44.39381669,53.88204179,54.64772721,60.65605333,43.56955262,44.15239533,47.21513703,46.64945161,60.60752519,14.40365799,13.94507935,13.94507935,19.48061325,45.03523805,14.30365799,15.26934342,21.81909089,22.2019336,22.48477631,46.84945161,98.91606051,39.16833329
PM1,47.7666089,22.46051224,22.73330445,23.31614716,91.05209947,66.5531096,70.43717165,68.1531096,72.15138521,75.47981233,28.30315293,28.30315293,29.55168107,86.80235201,86.80235201,89.87930727,86.80235201,14.17939392,14.17939392,14.32792206,39.52985566,31.87300141,36.91269837,18.83208512,28.81025971,25.00609665,58.51046891,59.16610383,58.47615434,65.89453096,12.43086579,15.15218613,16.16934342,12.43086579,80.24255403,41.951176,41.74406922,41.74406922,42.06833329,42.16833329,37.0256926,37.57422074,42.11980515,42.81686143,49.64945161,49.30092347,46.24528855,46.31097398,46.24528855,98.95748186,98.99890322,98.47463915,98.99890322,57.1430591,30.0629509,70.01290758,55.5276262,53.69503602,55.98914857,55.98914857,57.51341264,37.37544007,35.5783838,66.18448045,52.05361467,62.30752519,65.3430591,66.41879503,169.7549565,11.48944443,12.7137085,13.23086579,98.75331881,39.16122651,72.15138521,68.75016588,58.76610383,57.0276262,14.65218613,8.329646456,13.97939392,17.32203461,18.25634919,7.988225099,0,1.814213562,83.04082964,83.04082964,80.22661608,79.51950929,79.51950929,80.12661608,81.6923015,93.86753237,64.44722215,64.44722215,95.33321779,98.49595949,98.11311678,98.93738085,45.05950212,52.22346315,45.05950212,48.67787873,42.32102448,45.5666089,35.89554108,88.20062761,87.8177849,88.62489168,88.52489168,36.91980515,43.46955262,37.16122651,36.59554108,35.97127702,36.81980515,46.55655839,47.2394011,53.57909806,35.91269837,36.49554108,39.6411255,39.15828278,53.3648845,6.415432893,5.6254834,5.6254834,11.65807358,37.54406922,6.232590181,7.198275606,14.07939392,14.46223664,14.66223664,39.27544007,91.75626253,31.59432175
PM2,47.40092347,24.19188309,24.63036072,25.04751801,92.78347032,68.36732316,72.33422792,70.13300859,73.79991334,77.29402589,30.44873734,30.44873734,31.44873734,88.61656557,88.61656557,91.61067812,88.61656557,12.36518036,12.36518036,12.43086579,39.32985566,31.50731599,36.54701295,18.88061325,28.36173157,24.72325394,58.31046891,59.04894655,58.19331163,65.77737367,12.23086579,14.70365799,16.13502884,12.23086579,82.05676759,43.84823228,43.47544007,43.47544007,44.04823228,44.06538957,38.83990617,39.3884343,43.851176,44.54823228,51.6293506,51.28082246,48.05950212,48.20803025,48.05950212,100.60601,100.6474314,100.2888527,100.6474314,55.49453096,28.24873734,69.89575029,57.42468248,55.50924958,57.80336213,57.80336213,59.49331163,35.31269837,33.68132752,68.08153673,53.78498551,64.12173875,67.32295808,68.15016588,171.8176982,9.261017306,10.89949494,11.49949494,100.6503751,38.96122651,73.79991334,70.48153673,60.5803174,55.21341264,12.83797257,6.763961031,12.24802307,15.01076477,16.60782105,6.174011537,1.814213562,0,84.10945879,84.10945879,80.96387438,80.33961031,80.33961031,80.86387438,82.76093065,94.68763338,65.26732316,65.26732316,96.07047609,99.23321779,98.85037508,99.67463915,43.24528855,50.07787873,43.24528855,47.98082246,43.38965363,46.63523805,36.79848481,89.35209947,88.96925676,89.69352083,89.59352083,38.07127702,44.45533906,38.14701295,37.74701295,37.12274888,37.8884343,47.54234483,48.30803025,54.48204179,36.89848481,37.64701295,40.54406922,40.06122651,54.43351365,8.478174593,7.356854249,7.356854249,13.38944443,38.52985566,8.295331881,9.178174593,15.81076477,16.19360749,16.4764502,40.34406922,92.90773439,32.58010819
